섹터코드,섹터명,종목코드,종목명
Co,커뮤니케이션,A200350,아티스트스튜디오
Co,커뮤니케이션,A204610,티쓰리
Co,커뮤니케이션,A204630,스튜디오산타클로스
Co,커뮤니케이션,A205500,넥써쓰
Co,커뮤니케이션,A206400,베노티앤알
Co,커뮤니케이션,A206560,덱스터
Co,커뮤니케이션,A207760,미스터블루
Co,커뮤니케이션,A210120,캔버스엔
Co,커뮤니케이션,A214270,FSN
Co,커뮤니케이션,A214320,이노션
Co,커뮤니케이션,A216050,인크로스
Co,커뮤니케이션,A217270,넙튠
Co,커뮤니케이션,A225570,넥슨게임즈
Co,커뮤니케이션,A230360,에코마케팅
Co,커뮤니케이션,A236810,엔비티
Co,커뮤니케이션,A237820,플레이디
Co,커뮤니케이션,A239340,이스트에이드
Co,커뮤니케이션,A241840,에이스토리
Co,커뮤니케이션,A251270,넷마블
Co,커뮤니케이션,A253450,스튜디오드래곤
Co,커뮤니케이션,A259960,크래프톤
Co,커뮤니케이션,A263720,디앤씨미디어
Co,커뮤니케이션,A263750,펄어비스
Co,커뮤니케이션,A273060,와이즈버즈
Co,커뮤니케이션,A276040,스코넥
Co,커뮤니케이션,A289220,자이언트스텝
Co,커뮤니케이션,A291230,엔피
Co,커뮤니케이션,A293490,카카오게임즈
Co,커뮤니케이션,A299900,위지윅스튜디오
Co,커뮤니케이션,A299910,애닉
Co,커뮤니케이션,A310200,애니플러스
Co,커뮤니케이션,A317530,캐리소프트
Co,커뮤니케이션,A321820,아티스트컴퍼니
Co,커뮤니케이션,A322780,코퍼스코리아
Co,커뮤니케이션,A331520,밸로프
Co,커뮤니케이션,A348030,모비릭스
Co,커뮤니케이션,A351870,차이커뮤니케이션
Co,커뮤니케이션,A352820,하이브
Co,커뮤니케이션,A361570,알비더블유
Co,커뮤니케이션,A362990,드림인사이트
Co,커뮤니케이션,A363260,모비데이즈
Co,커뮤니케이션,A363280,티와이홀딩스
Co,커뮤니케이션,A389140,포바이포
Co,커뮤니케이션,A408900,스튜디오미르
Co,커뮤니케이션,A408920,메쎄이상
Co,커뮤니케이션,A417180,핑거스토리
Co,커뮤니케이션,A418470,KT밀리의서재
Co,커뮤니케이션,A419530,SAMG엔터
Co,커뮤니케이션,A432430,와이랩
Co,커뮤니케이션,A443250,레뷰코퍼레이션
Co,커뮤니케이션,A462870,시프트업
Co,커뮤니케이션,A464580,닷밀
Co,커뮤니케이션,A473980,노머스
Co,커뮤니케이션,A476080,M83
Co,커뮤니케이션,A950190,고스트스튜디오
Ut,유틸리티,A003480,한진중공업홀딩스
Ut,유틸리티,A004690,삼천리
Ut,유틸리티,A005090,SGC에너지
Ut,유틸리티,A015360,INVENI
Ut,유틸리티,A015760,한국전력
Ut,유틸리티,A016710,대성홀딩스
Ut,유틸리티,A017390,서울가스
Ut,유틸리티,A034590,인천도시가스
Ut,유틸리티,A036460,한국가스공사
Ut,유틸리티,A038870,에코바이오
Ut,유틸리티,A053050,지에스이
Ut,유틸리티,A071320,지역난방공사
Ut,유틸리티,A117580,대성에너지
Ut,유틸리티,A130660,한전산업
Ut,유틸리티,A151860,KG에코솔루션
Ut,유틸리티,A267290,경동도시가스
Ut,유틸리티,A389260,대명에너지
Ut,유틸리티,A453450,그리드위즈
Re,부동산,A013120,동원개발
Re,부동산,A015020,이스타코
Re,부동산,A034810,해성산업
Re,부동산,A034830,한국토지신탁
Re,부동산,A044180,KD
Re,부동산,A123890,한국자산신탁
Re,부동산,A210980,SK디앤디
Re,부동산,A317400,자이에스앤디
Re,부동산,A377450,리파인
