섹터코드,섹터명,종목코드,종목명
CD,임의소비재,A013870,지엠비코리아
CD,임의소비재,A013890,지누스
CD,임의소비재,A013990,아가방컴퍼니
CD,임의소비재,A014470,부방
CD,임의소비재,A014990,인디에프
CD,임의소비재,A015260,에이엔피
CD,임의소비재,A015750,성우하이텍
CD,임의소비재,A016090,대현
CD,임의소비재,A016450,한세예스24홀딩스
CD,임의소비재,A016740,두올
CD,임의소비재,A017250,인터엠
CD,임의소비재,A017370,우신시스템
CD,임의소비재,A018500,동원금속
CD,임의소비재,A018880,한온시스템
CD,임의소비재,A019010,베뉴지
CD,임의소비재,A019180,티에이치엔
CD,임의소비재,A019540,일지테크
CD,임의소비재,A019680,대교
CD,임의소비재,A019770,서연탑메탈
CD,임의소비재,A020000,한섬
CD,임의소비재,A020400,대동금속
CD,임의소비재,A021240,코웨이
CD,임의소비재,A021820,세원정공
CD,임의소비재,A023530,롯데쇼핑
CD,임의소비재,A023800,인지컨트롤스
CD,임의소비재,A023810,인팩
CD,임의소비재,A024120,KB오토시스
CD,임의소비재,A024740,한일단조
CD,임의소비재,A024830,세원물산
CD,임의소비재,A024840,KBI메탈
CD,임의소비재,A024900,디와이덕양
CD,임의소비재,A024910,경창산업
CD,임의소비재,A024940,PN풍년
CD,임의소비재,A024950,삼천리자전거
CD,임의소비재,A025440,DH오토웨어
CD,임의소비재,A025530,SJM홀딩스
CD,임의소비재,A025980,아난티
CD,임의소비재,A026040,제이에스티나
CD,임의소비재,A031430,신세계인터내셔날
CD,임의소비재,A031440,신세계푸드
CD,임의소비재,A031510,오스템
CD,임의소비재,A031860,디에이치엑스컴퍼니
CD,임의소비재,A032080,아즈텍WB
CD,임의소비재,A032350,롯데관광개발
CD,임의소비재,A032540,TJ미디어
CD,임의소비재,A032750,삼진
CD,임의소비재,A033250,체시스
CD,임의소비재,A033290,코웰패션
CD,임의소비재,A033340,좋은사람들
CD,임의소비재,A033530,SJG세종
CD,임의소비재,A034230,파라다이스
CD,임의소비재,A035080,그래디언트
CD,임의소비재,A035150,백산
CD,임의소비재,A035250,강원랜드
CD,임의소비재,A035290,골드앤에스
CD,임의소비재,A036030,케이티알파
CD,임의소비재,A036530,SNT홀딩스
CD,임의소비재,A036620,감성코퍼레이션
CD,임의소비재,A037070,파세코
CD,임의소비재,A037710,광주신세계
CD,임의소비재,A038110,에코플라스틱
CD,임의소비재,A039010,현대에이치티
CD,임의소비재,A039130,하나투어
CD,임의소비재,A039830,오로라
CD,임의소비재,A039980,폴라리스AI
CD,임의소비재,A040420,정상제이엘에스
CD,임의소비재,A041650,상신브레이크
CD,임의소비재,A041930,동아화성
CD,임의소비재,A043370,피에이치에이
CD,임의소비재,A044340,위닉스
CD,임의소비재,A046070,코다코
CD,임의소비재,A046310,백금T&A
CD,임의소비재,A047400,유니온머티리얼
CD,임의소비재,A047770,코데즈컴바인
CD,임의소비재,A048430,유라테크
CD,임의소비재,A050120,ES큐브
CD,임의소비재,A051630,진양화학
CD,임의소비재,A053060,세동
CD,임의소비재,A053270,구영테크
CD,임의소비재,A053280,예스24
CD,임의소비재,A053290,NE능률
CD,임의소비재,A053700,삼보모터스
CD,임의소비재,A056080,유진로봇
CD,임의소비재,A057030,YBM넷
CD,임의소비재,A057050,현대홈쇼핑
CD,임의소비재,A057880,푸른소나무
CD,임의소비재,A060240,스타코링크
CD,임의소비재,A060570,드림어스컴퍼니
CD,임의소비재,A060980,HL홀딩스
CD,임의소비재,A063170,서울옥션
CD,임의소비재,A064960,SNT모티브
CD,임의소비재,A065060,지엔코
CD,임의소비재,A065150,대산F&B
CD,임의소비재,A066130,하츠
CD,임의소비재,A066570,LG전자
CD,임의소비재,A066590,우수AMS
CD,임의소비재,A066620,국보디자인
CD,임의소비재,A066910,손오공
CD,임의소비재,A067280,멀티캠퍼스
CD,임의소비재,A067570,엔브이에이치코리아
CD,임의소비재,A067830,세이브존I&C
CD,임의소비재,A067990,도이치모터스
CD,임의소비재,A068930,디지털대성
CD,임의소비재,A069510,에스텍
CD,임의소비재,A069640,한세엠케이
CD,임의소비재,A069920,엑시온그룹
CD,임의소비재,A069960,현대백화점
CD,임의소비재,A070960,모나용평
CD,임의소비재,A071460,위니아
CD,임의소비재,A071840,롯데하이마트
CD,임의소비재,A071850,캐스텍코리아
CD,임의소비재,A072470,우리산업홀딩스
CD,임의소비재,A072870,메가스터디
CD,임의소비재,A073240,금호타이어
CD,임의소비재,A075180,새론오토모티브
CD,임의소비재,A078590,휴림에이텍
CD,임의소비재,A079430,현대리바트
CD,임의소비재,A079980,휴비스
CD,임의소비재,A080160,모두투어
CD,임의소비재,A080470,성창오토텍
CD,임의소비재,A081660,미스토홀딩스
CD,임의소비재,A084440,유비온
CD,임의소비재,A084680,이월드
CD,임의소비재,A084730,팅크웨어
CD,임의소비재,A084870,TBH글로벌
CD,임의소비재,A087260,모바일어플라이언스
CD,임의소비재,A088290,이원컴포텍
CD,임의소비재,A088790,진도
CD,임의소비재,A089470,HDC현대EP
CD,임의소비재,A090080,평화산업
CD,임의소비재,A090150,아이윈
CD,임의소비재,A090370,메타랩스
CD,임의소비재,A092200,디아이씨
CD,임의소비재,A092780,DYP
CD,임의소비재,A093050,LF
CD,임의소비재,A093240,형지엘리트
CD,임의소비재,A093380,풍강
CD,임의소비재,A094850,참좋은여행
CD,임의소비재,A096240,크레버스
CD,임의소비재,A098660,에스티오
CD,임의소비재,A100220,비상교육
CD,임의소비재,A101140,인바이오젠
CD,임의소비재,A101360,에코앤드림
CD,임의소비재,A102280,쌍방울
CD,임의소비재,A102370,케이옥션
CD,임의소비재,A104040,대성파인텍
CD,임의소비재,A104480,티케이케미칼
CD,임의소비재,A104620,노랑풍선
CD,임의소비재,A105550,엣지파운드리
CD,임의소비재,A105630,한세실업
CD,임의소비재,A107640,한중엔시에스
CD,임의소비재,A109670,씨싸이트
CD,임의소비재,A110790,크리스에프앤씨
CD,임의소비재,A111110,호전실업
CD,임의소비재,A111380,동인기연
CD,임의소비재,A111710,남화산업
CD,임의소비재,A111770,영원무역
CD,임의소비재,A113810,디젠스
CD,임의소비재,A114090,GKL
CD,임의소비재,A114840,아이패밀리에스씨
CD,임의소비재,A115390,락앤락
CD,임의소비재,A118990,모트렉스
CD,임의소비재,A121440,골프존홀딩스
CD,임의소비재,A122350,삼기
CD,임의소비재,A122690,서진오토모티브
CD,임의소비재,A123040,엠에스오토텍
CD,임의소비재,A123410,코리아에프티
CD,임의소비재,A123700,SJM
CD,임의소비재,A123750,알톤
CD,임의소비재,A126640,화신정공
CD,임의소비재,A128540,에코캡
CD,임의소비재,A128820,대성산업
CD,임의소비재,A130500,GH신소재
CD,임의소비재,A130740,티피씨글로벌
CD,임의소비재,A133750,메가엠디
CD,임의소비재,A143210,핸즈코퍼레이션
CD,임의소비재,A145170,노브랜드
CD,임의소비재,A146060,율촌
CD,임의소비재,A159580,제로투세븐
CD,임의소비재,A161390,한국타이어앤테크놀로지
CD,임의소비재,A163560,동일고무벨트
CD,임의소비재,A170030,현대공업
CD,임의소비재,A192080,더블유게임즈
CD,임의소비재,A192400,쿠쿠홀딩스
CD,임의소비재,A194370,제이에스코퍼레이션
CD,임의소비재,A198940,한주라이트메탈
CD,임의소비재,A200880,서연이화
CD,임의소비재,A201490,미투온
CD,임의소비재,A204020,그리티
CD,임의소비재,A204320,HL만도
CD,임의소비재,A212560,네오오토
CD,임의소비재,A214330,금호에이치티
CD,임의소비재,A215000,골프존
CD,임의소비재,A215100,로보로보
CD,임의소비재,A215200,메가스터디교육
CD,임의소비재,A215360,우리산업
CD,임의소비재,A215480,토박스코리아
CD,임의소비재,A217620,선샤인푸드
CD,임의소비재,A219550,디와이디
CD,임의소비재,A225190,LK삼양
CD,임의소비재,A225590,패션플랫폼
CD,임의소비재,A227100,퀀텀온
CD,임의소비재,A234100,폴라리스세원
CD,임의소비재,A234920,자이글
CD,임의소비재,A241590,화승엔터프라이즈
CD,임의소비재,A241690,유니테크노
CD,임의소비재,A256150,한독크린텍
CD,임의소비재,A257720,실리콘투
CD,임의소비재,A263020,디케이앤디
CD,임의소비재,A265560,영화테크
CD,임의소비재,A267790,배럴
CD,임의소비재,A270660,에브리봇
CD,임의소비재,A271940,일진하이솔루스
CD,임의소비재,A284740,쿠쿠홈시스
CD,임의소비재,A289010,아이스크림에듀
CD,임의소비재,A290120,DH오토리드
CD,임의소비재,A298540,더네이쳐홀딩스
CD,임의소비재,A306040,에스제이그룹
CD,임의소비재,A308100,형지글로벌
CD,임의소비재,A308170,씨티알모빌리티
CD,임의소비재,A309930,오하임앤컴퍼니
CD,임의소비재,A310870,디와이씨
CD,임의소비재,A312610,에이에프더블류
CD,임의소비재,A318160,셀바이오휴먼텍
CD,임의소비재,A323230,엠에프엠코리아
CD,임의소비재,A335870,윙스풋
CD,임의소비재,A336680,탑런토탈솔루션
CD,임의소비재,A337930,젝시믹스
CD,임의소비재,A339770,교촌에프앤비
CD,임의소비재,A339950,아이비김영
CD,임의소비재,A352090,스톰테크
CD,임의소비재,A353590,오토앤
CD,임의소비재,A354320,알멕
CD,임의소비재,A362320,청담글로벌
CD,임의소비재,A366030,공구우먼
CD,임의소비재,A369370,블리츠웨이엔터테인먼트
CD,임의소비재,A373160,데이원컴퍼니
CD,임의소비재,A373200,엑스플러스
CD,임의소비재,A376180,피코그램
CD,임의소비재,A377460,위니아에이드
CD,임의소비재,A378850,화승알앤에이
CD,임의소비재,A381970,케이카
CD,임의소비재,A383220,F&F
CD,임의소비재,A405920,나라셀라
CD,임의소비재,A406820,뷰티스킨
CD,임의소비재,A407400,꿈비
CD,임의소비재,A419050,삼기에너지솔루션즈
CD,임의소비재,A420570,제이투케이바이오
CD,임의소비재,A424960,스마트레이더시스템
CD,임의소비재,A437730,삼현
CD,임의소비재,A448900,한국피아이엠
CD,임의소비재,A450140,코오롱모빌리티그룹
CD,임의소비재,A451250,삐아
CD,임의소비재,A452260,한화갤러리아
CD,임의소비재,A453860,에이에스텍
CD,임의소비재,A457600,벡트
CD,임의소비재,A461300,아이스크림미디어
CD,임의소비재,A463480,모티브링크
CD,임의소비재,A472850,폰드그룹
CD,임의소비재,A475460,미트박스
CD,임의소비재,A475560,더본코리아
CD,임의소비재,A475580,에이럭스
CD,임의소비재,A478560,블랙야크아이앤씨
CD,임의소비재,A481070,에이유브랜즈
CD,임의소비재,A489460,바이오비쥬
CD,임의소비재,A499790,GS피앤엘
CD,임의소비재,A950170,JTC
CS,필수소비재,A000070,삼양홀딩스
CS,필수소비재,A000080,하이트진로
CS,필수소비재,A000140,하이트진로홀딩스
CS,필수소비재,A000890,보해양조
CS,필수소비재,A001130,대한제분
CS,필수소비재,A001680,대상
CS,필수소비재,A001790,대한제당
CS,필수소비재,A001800,오리온홀딩스
CS,필수소비재,A002140,고려산업
CS,필수소비재,A002600,조흥
CS,필수소비재,A002680,한탑
CS,필수소비재,A002790,아모레퍼시픽홀딩스
CS,필수소비재,A003230,삼양식품
CS,필수소비재,A003310,대주산업
CS,필수소비재,A003350,한국화장품제조
CS,필수소비재,A003380,하림지주
CS,필수소비재,A003680,한성기업
CS,필수소비재,A003920,남양유업
CS,필수소비재,A003960,사조대림
CS,필수소비재,A004370,농심
CS,필수소비재,A004410,서울식품
CS,필수소비재,A004540,깨끗한나라
CS,필수소비재,A004970,신라교역
CS,필수소비재,A005180,빙그레
CS,필수소비재,A005300,롯데칠성
CS,필수소비재,A005610,SPC삼립
CS,필수소비재,A005670,푸드웰
CS,필수소비재,A005740,크라운해태홀딩스
CS,필수소비재,A005860,한일사료
CS,필수소비재,A005990,매일홀딩스
CS,필수소비재,A006040,동원산업
CS,필수소비재,A006090,사조오양
CS,필수소비재,A006880,신송홀딩스
CS,필수소비재,A006980,우성
CS,필수소비재,A007070,GS리테일
CS,필수소비재,A007160,사조산업
CS,필수소비재,A007310,오뚜기
CS,필수소비재,A007540,샘표
CS,필수소비재,A008040,사조동아원
CS,필수소비재,A011150,CJ씨푸드
CS,필수소비재,A012690,모나리자
CS,필수소비재,A014100,메디앙스
CS,필수소비재,A014710,사조씨푸드
CS,필수소비재,A016100,리더스코스메틱
CS,필수소비재,A016790,현대사료
CS,필수소비재,A017810,풀무원
CS,필수소비재,A018120,진로발효
CS,필수소비재,A018250,애경산업
CS,필수소비재,A023150,MH에탄올
CS,필수소비재,A023900,풍국주정
CS,필수소비재,A024720,콜마홀딩스
CS,필수소비재,A025620,제이준코스메틱
CS,필수소비재,A025870,신라에스지
CS,필수소비재,A025880,케이씨피드
CS,필수소비재,A026960,동서
CS,필수소비재,A027050,코리아나
CS,필수소비재,A027710,팜스토리
CS,필수소비재,A027740,마니커
CS,필수소비재,A030720,동원수산
CS,필수소비재,A033780,KT&G
CS,필수소비재,A033920,무학
CS,필수소비재,A035810,이지홀딩스
CS,필수소비재,A036580,팜스코
CS,필수소비재,A043650,국순당
CS,필수소비재,A044480,빌리언스
CS,필수소비재,A044820,코스맥스비티아이
CS,필수소비재,A048410,현대바이오
CS,필수소비재,A049770,동원F&B
CS,필수소비재,A051500,CJ프레시웨이
CS,필수소비재,A051900,LG생활건강
CS,필수소비재,A052260,현대바이오랜드
CS,필수소비재,A054050,농우바이오
CS,필수소비재,A060280,큐렉소
CS,필수소비재,A065170,비엘팜텍
CS,필수소비재,A065950,웰크론
CS,필수소비재,A066360,체리부로
CS,필수소비재,A072710,농심홀딩스
CS,필수소비재,A073560,우리손에프앤지
CS,필수소비재,A078520,에이블씨엔씨
CS,필수소비재,A083660,CSA 코스믹
CS,필수소비재,A084690,대상홀딩스
CS,필수소비재,A088910,동우팜투테이블
CS,필수소비재,A090430,아모레퍼시픽
CS,필수소비재,A092730,네오팜
CS,필수소비재,A097950,CJ제일제당
CS,필수소비재,A101530,해태제과식품
CS,필수소비재,A103840,우양
CS,필수소비재,A123330,제닉
CS,필수소비재,A123690,한국화장품
CS,필수소비재,A136480,하림
CS,필수소비재,A136490,선진
CS,필수소비재,A139480,이마트
CS,필수소비재,A145990,삼양사
CS,필수소비재,A154030,아시아종묘
CS,필수소비재,A161890,한국콜마
CS,필수소비재,A175250,아이큐어
CS,필수소비재,A188040,바이오포트
CS,필수소비재,A189980,흥국에프엔비
CS,필수소비재,A192820,코스맥스
CS,필수소비재,A194700,노바렉스
CS,필수소비재,A195500,마니커에프앤지
CS,필수소비재,A200130,콜마비앤에이치
CS,필수소비재,A208140,정다운
CS,필수소비재,A214260,라파스
CS,필수소비재,A214420,토니모리
CS,필수소비재,A217480,에스디생명공학
CS,필수소비재,A218150,미래생명자원
CS,필수소비재,A222040,코스맥스엔비티
CS,필수소비재,A222980,한국맥널티
CS,필수소비재,A225430,케이엠제약
CS,필수소비재,A226320,잇츠한불
CS,필수소비재,A226340,본느
CS,필수소비재,A227610,아우딘퓨쳐스
CS,필수소비재,A227840,현대코퍼레이션홀딩스
CS,필수소비재,A234690,녹십자웰빙
CS,필수소비재,A237880,클리오
CS,필수소비재,A238200,비피도
CS,필수소비재,A239610,에이치엘사이언스
CS,필수소비재,A241710,코스메카코리아
CS,필수소비재,A248170,샘표식품
CS,필수소비재,A250000,보라티알
CS,필수소비재,A252500,세화피앤씨
CS,필수소비재,A260930,씨티케이
CS,필수소비재,A263920,휴엠앤씨
CS,필수소비재,A264900,크라운제과
CS,필수소비재,A267980,매일유업
CS,필수소비재,A270870,뉴트리
CS,필수소비재,A271560,오리온
CS,필수소비재,A276730,한울앤제주
CS,필수소비재,A277410,인산가
CS,필수소비재,A280360,롯데웰푸드
CS,필수소비재,A282330,BGF리테일
CS,필수소비재,A290720,푸드나무
CS,필수소비재,A311390,네오크레마
CS,필수소비재,A317240,TS트릴리온
CS,필수소비재,A318010,팜스빌
CS,필수소비재,A344860,이노진
CS,필수소비재,A352480,씨앤씨인터내셔널
CS,필수소비재,A353190,휴럼
CS,필수소비재,A353810,이지바이오
CS,필수소비재,A357230,에이치피오
CS,필수소비재,A368970,오에스피
CS,필수소비재,A377220,프롬바이오
CS,필수소비재,A403490,우듬지팜
CS,필수소비재,A435570,에르코스
CS,필수소비재,A439090,마녀공장
CS,필수소비재,A453340,현대그린푸드
CS,필수소비재,A483650,달바글로벌
He,헬스케어,A000020,동화약품
He,헬스케어,A000100,유한양행
He,헬스케어,A000220,유유제약
He,헬스케어,A000230,일동홀딩스
He,헬스케어,A000250,삼천당제약
He,헬스케어,A000520,삼일제약
He,헬스케어,A000640,동아쏘시오홀딩스
He,헬스케어,A001060,JW중외제약
He,헬스케어,A001360,삼성제약
He,헬스케어,A001540,안국약품
He,헬스케어,A001630,종근당홀딩스
He,헬스케어,A002210,동성제약
He,헬스케어,A002390,한독
He,헬스케어,A002620,제일파마홀딩스
He,헬스케어,A002630,오리엔트바이오
He,헬스케어,A002720,국제약품
He,헬스케어,A002800,신신제약
He,헬스케어,A003000,부광약품
He,헬스케어,A003060,에이프로젠바이오로직스
He,헬스케어,A003090,대웅
He,헬스케어,A003120,일성아이에스
He,헬스케어,A003220,대원제약
He,헬스케어,A003520,영진약품
He,헬스케어,A003850,보령
He,헬스케어,A004080,신흥
He,헬스케어,A004310,현대약품
He,헬스케어,A004720,팜젠사이언스
He,헬스케어,A005250,녹십자홀딩스
He,헬스케어,A005500,삼진제약
He,헬스케어,A005690,파미셀
He,헬스케어,A006280,녹십자
He,헬스케어,A006620,동구바이오제약
He,헬스케어,A007370,진양제약
He,헬스케어,A007390,네이처셀
He,헬스케어,A007570,일양약품
He,헬스케어,A008490,서흥
He,헬스케어,A008930,한미사이언스
He,헬스케어,A009290,광동제약
He,헬스케어,A009300,삼아제약
He,헬스케어,A009420,한올바이오파마
He,헬스케어,A011000,진원생명과학
He,헬스케어,A011040,경동제약
He,헬스케어,A012790,신일제약
He,헬스케어,A014570,고려제약
He,헬스케어,A016580,환인제약
He,헬스케어,A017180,명문제약
He,헬스케어,A018620,우진비앤지
He,헬스케어,A018680,서울제약
He,헬스케어,A019170,신풍제약
He,헬스케어,A023910,대한약품
He,헬스케어,A028300,HLB
He,헬스케어,A032300,한국파마
He,헬스케어,A032620,유비케어
He,헬스케어,A032850,비트컴퓨터
He,헬스케어,A032940,원익
He,헬스케어,A033270,유나이티드제약
He,헬스케어,A034940,조아제약
He,헬스케어,A035610,솔본
He,헬스케어,A036180,지더블유바이텍
He,헬스케어,A036220,오상헬스케어
He,헬스케어,A036480,대성미생물
He,헬스케어,A038070,서린바이오
He,헬스케어,A038290,마크로젠
He,헬스케어,A039200,오스코텍
He,헬스케어,A039840,디오
He,헬스케어,A039860,나노엔텍
He,헬스케어,A041830,인바디
He,헬스케어,A041910,폴라리스AI파마
He,헬스케어,A041920,메디아나
He,헬스케어,A041960,코미팜
He,헬스케어,A042520,한스바이오메드
He,헬스케어,A043090,더테크놀로지
He,헬스케어,A043100,알파녹스
He,헬스케어,A043150,바텍
He,헬스케어,A043710,서울리거
He,헬스케어,A044960,이글벳
He,헬스케어,A046210,HLB파나진
He,헬스케어,A047920,HLB제약
He,헬스케어,A048530,인트론바이오
He,헬스케어,A048870,시너지이노베이션
He,헬스케어,A049180,셀루메드
He,헬스케어,A049960,쎌바이오텍
He,헬스케어,A052670,제일바이오
He,헬스케어,A053030,바이넥스
He,헬스케어,A053950,경남제약
He,헬스케어,A054670,대한뉴팜
He,헬스케어,A056090,시지메드텍
He,헬스케어,A058110,멕아이씨에스
He,헬스케어,A058820,CMG제약
He,헬스케어,A059210,메타바이오메드
He,헬스케어,A060590,씨티씨바이오
He,헬스케어,A061250,화일약품
He,헬스케어,A063160,종근당바이오
He,헬스케어,A064550,바이오니아
He,헬스케어,A065510,휴비츠
He,헬스케어,A065660,안트로젠
He,헬스케어,A066700,테라젠이텍스
He,헬스케어,A067080,대화제약
He,헬스케어,A067290,JW신약
He,헬스케어,A067370,선바이오
He,헬스케어,A067630,HLB생명과학
He,헬스케어,A068270,셀트리온
He,헬스케어,A068760,셀트리온제약
He,헬스케어,A069620,대웅제약
He,헬스케어,A071200,인피니트헬스케어
He,헬스케어,A072020,중앙백신
He,헬스케어,A078160,메디포스트
He,헬스케어,A080720,한국유니온제약
He,헬스케어,A083550,케이엠
He,헬스케어,A083790,CG인바이츠
He,헬스케어,A084110,휴온스글로벌
He,헬스케어,A084650,랩지노믹스
He,헬스케어,A084990,헬릭스미스
He,헬스케어,A085660,차바이오텍
He,헬스케어,A086040,바이오톡스텍
He,헬스케어,A086060,진바이오텍
He,헬스케어,A086450,동국제약
He,헬스케어,A086820,바이오솔루션
He,헬스케어,A086890,이수앱지스
He,헬스케어,A086900,메디톡스
He,헬스케어,A087010,펩트론
He,헬스케어,A092040,아미코젠
He,헬스케어,A095700,제넥신
He,헬스케어,A096530,씨젠
He,헬스케어,A096760,JW홀딩스
He,헬스케어,A099190,아이센스
He,헬스케어,A099430,바이오플러스
He,헬스케어,A099750,이지케어텍
He,헬스케어,A100120,뷰웍스
He,헬스케어,A100700,세운메디칼
He,헬스케어,A102460,이연제약
He,헬스케어,A102940,코오롱생명과학
He,헬스케어,A104540,코렌텍
He,헬스케어,A106190,하이텍팜
He,헬스케어,A109820,진매트릭스
He,헬스케어,A109960,AP헬스케어
He,헬스케어,A114450,그린생명과학
He,헬스케어,A115180,큐리언트
He,헬스케어,A115450,HLB테라퓨틱스
He,헬스케어,A115480,씨유메디칼
He,헬스케어,A118000,메타케어
He,헬스케어,A119610,인터로조
He,헬스케어,A122310,제노레이
He,헬스케어,A127120,제이에스링크
He,헬스케어,A128940,한미약품
He,헬스케어,A131030,옵투스제약
He,헬스케어,A137310,에스디바이오센서
He,헬스케어,A138610,나이벡
He,헬스케어,A140410,메지온
He,헬스케어,A141080,리가켐바이오
He,헬스케어,A142280,녹십자엠에스
He,헬스케어,A142760,모아라이프플러스
He,헬스케어,A144510,지씨셀
He,헬스케어,A145020,휴젤
He,헬스케어,A145720,덴티움
He,헬스케어,A149980,하이로닉
He,헬스케어,A150840,인트로메딕
He,헬스케어,A153710,옵티팜
He,헬스케어,A156100,엘앤케이바이오
He,헬스케어,A166480,코아스템켐온
He,헬스케어,A168330,내츄럴엔도텍
He,헬스케어,A170900,동아에스티
He,헬스케어,A174900,앱클론
He,헬스케어,A176750,듀켐바이오
He,헬스케어,A179290,엠아이텍
He,헬스케어,A179530,애드바이오텍
He,헬스케어,A180400,DXVX
He,헬스케어,A182400,엔케이맥스
He,헬스케어,A183490,엔지켐생명과학
He,헬스케어,A185490,아이진
He,헬스케어,A185750,종근당
He,헬스케어,A187660,현대ADM
He,헬스케어,A188260,세니젠
He,헬스케어,A191420,테고사이언스
He,헬스케어,A195940,HK이노엔
He,헬스케어,A196170,알테오젠
He,헬스케어,A196300,HLB펩
He,헬스케어,A199550,레이저옵텍
He,헬스케어,A199730,바이오인프라
He,헬스케어,A199800,툴젠
He,헬스케어,A200670,휴메딕스
He,헬스케어,A200780,비씨월드제약
He,헬스케어,A203400,에이비온
He,헬스케어,A203690,아크솔루션스
He,헬스케어,A204840,지엘팜텍
He,헬스케어,A205470,휴마시스
He,헬스케어,A206640,바디텍메드
He,헬스케어,A206650,유바이오로직스
He,헬스케어,A207940,삼성바이오로직스
He,헬스케어,A208340,파멥신
He,헬스케어,A208370,셀바스헬스케어
He,헬스케어,A214150,클래시스
He,헬스케어,A214370,케어젠
He,헬스케어,A214390,경보제약
He,헬스케어,A214450,파마리서치
He,헬스케어,A214610,더바이오메드
He,헬스케어,A214680,디알텍
He,헬스케어,A215380,우정바이오
He,헬스케어,A215600,신라젠
He,헬스케어,A216080,제테마
He,헬스케어,A217330,싸이토젠
He,헬스케어,A217730,강스템바이오텍
He,헬스케어,A219750,한국비티비
He,헬스케어,A220100,퓨쳐켐
He,헬스케어,A221800,유투바이오
He,헬스케어,A222110,팬젠
He,헬스케어,A223250,드림씨아이에스
He,헬스케어,A225220,제놀루션
He,헬스케어,A226330,신테카바이오
He,헬스케어,A226400,오스테오닉
He,헬스케어,A226950,올릭스
He,헬스케어,A228670,레이
He,헬스케어,A228760,지노믹트리
He,헬스케어,A228850,레이언스
He,헬스케어,A229000,젠큐릭스
He,헬스케어,A234080,JW생명과학
He,헬스케어,A235980,메드팩토
He,헬스케어,A237690,에스티팜
He,헬스케어,A238120,얼라인드
He,헬스케어,A240550,동방메디컬
He,헬스케어,A241820,피씨엘
He,헬스케어,A243070,휴온스
He,헬스케어,A244460,올리패스
He,헬스케어,A245620,EDGC
He,헬스케어,A246250,에스엘에스바이오
He,헬스케어,A246710,티앤알바이오파이
He,헬스케어,A246720,아스타
He,헬스케어,A246960,SCL사이언스
He,헬스케어,A249420,일동제약
He,헬스케어,A251120,바이오에프디엔씨
He,헬스케어,A253840,수젠텍
He,헬스케어,A256840,한국비엔씨
He,헬스케어,A258830,세종메디칼
He,헬스케어,A260660,알리코제약
He,헬스케어,A261200,덴티스
He,헬스케어,A261780,차백신연구소
He,헬스케어,A263050,유틸렉스
He,헬스케어,A263690,디알젬
He,헬스케어,A263700,케어랩스
He,헬스케어,A268600,셀리버리
He,헬스케어,A271980,제일약품
He,헬스케어,A278470,에이피알
He,헬스케어,A278650,HLB바이오스텝
He,헬스케어,A284620,카이노스메드
He,헬스케어,A287410,제이시스메디칼
He,헬스케어,A287840,인투셀
He,헬스케어,A288330,브릿지바이오테라퓨틱스
He,헬스케어,A290650,엘앤씨바이오
He,헬스케어,A290660,네오펙트
He,헬스케어,A291650,압타머사이언스
He,헬스케어,A293480,하나제약
He,헬스케어,A293780,압타바이오
He,헬스케어,A294090,이오플로우
He,헬스케어,A298060,에스씨엠생명과학
He,헬스케어,A298380,에이비엘바이오
He,헬스케어,A299170,더블유에스아이
He,헬스케어,A299660,셀리드
He,헬스케어,A302440,SK바이오사이언스
He,헬스케어,A302550,리메드
He,헬스케어,A303360,프로티아
He,헬스케어,A303810,동국생명과학
He,헬스케어,A304360,에스바이오메딕스
He,헬스케어,A304840,피플바이오
He,헬스케어,A305090,마이크로디지탈
He,헬스케어,A307280,원바이오젠
He,헬스케어,A307750,국전약품
He,헬스케어,A308080,바이젠셀
He,헬스케어,A308430,셀비온
He,헬스케어,A310210,보로노이
He,헬스케어,A311690,CJ 바이오사이언스
He,헬스케어,A314130,지놈앤컴퍼니
He,헬스케어,A314140,알피바이오
He,헬스케어,A314930,바이오다인
He,헬스케어,A315640,딥노이드
He,헬스케어,A317690,퀀타매트릭스
He,헬스케어,A321550,티움바이오
He,헬스케어,A322510,제이엘케이
He,헬스케어,A323990,박셀바이오
He,헬스케어,A326030,SK바이오팜
He,헬스케어,A328130,루닛
He,헬스케어,A330350,위더스제약
He,헬스케어,A331920,셀레믹스
He,헬스케어,A334970,프레스티지바이오로직스
He,헬스케어,A335810,프리시젼바이오
He,헬스케어,A335890,비올
He,헬스케어,A336570,원텍
He,헬스케어,A338220,뷰노
He,헬스케어,A338840,와이바이오로직스
He,헬스케어,A340570,티앤엘
He,헬스케어,A347700,스피어
He,헬스케어,A347740,피엔케이피부임상연구센타
He,헬스케어,A347850,디앤디파마텍
He,헬스케어,A348080,큐라티스
He,헬스케어,A348150,고바이오랩
He,헬스케어,A352770,셀레스트라
He,헬스케어,A354200,엔젠바이오
He,헬스케어,A358570,지아이이노베이션
He,헬스케어,A359090,씨엔알리서치
He,헬스케어,A363250,진시스템
He,헬스케어,A365270,큐라클
He,헬스케어,A372320,큐로셀
He,헬스케어,A373110,엑셀세라퓨틱스
He,헬스케어,A376270,에이치이엠파마
He,헬스케어,A376900,로okit헬스케어
He,헬스케어,A376930,노을
He,헬스케어,A377740,바이오노트
He,헬스케어,A378800,샤페론
He,헬스케어,A382150,온코크로스
He,헬스케어,A383930,디티앤씨알오
He,헬스케어,A384470,코어라인소프트
He,헬스케어,A387570,파인메딕스
