ticker,reason,date_added
000370,trading_halt,2025-05-21
000490,trading_halt,2025-05-21
000500,trading_halt,2025-05-21
000540,trading_halt,2025-05-21
000600,trading_halt,2025-05-21
000640,trading_halt,2025-05-21
000670,trading_halt,2025-05-21
000680,trading_halt,2025-05-21
000800,trading_halt,2025-05-21
000890,trading_halt,2025-05-21
001000,trading_halt,2025-05-21
001200,trading_halt,2025-05-21
001340,trading_halt,2025-05-21
001380,trading_halt,2025-05-21
001390,trading_halt,2025-05-21
001430,trading_halt,2025-05-21
001520,trading_halt,2025-05-21
001530,trading_halt,2025-05-21
001550,trading_halt,2025-05-21
001680,trading_halt,2025-05-21
001740,trading_halt,2025-05-21
001800,trading_halt,2025-05-21
002030,trading_halt,2025-05-21
002070,trading_halt,2025-05-21
002140,trading_halt,2025-05-21
002350,trading_halt,2025-05-21
002450,trading_halt,2025-05-21
002630,trading_halt,2025-05-21
002700,trading_halt,2025-05-21
002780,trading_halt,2025-05-21
002790,trading_halt,2025-05-21
002960,trading_halt,2025-05-21
003230,trading_halt,2025-05-21
003480,trading_halt,2025-05-21
003620,trading_halt,2025-05-21
003920,trading_halt,2025-05-21
004560,trading_halt,2025-05-21
004690,trading_halt,2025-05-21
005090,trading_halt,2025-05-21
006120,trading_halt,2025-05-21
006490,trading_halt,2025-05-21
007390,trading_halt,2025-05-21
008930,trading_halt,2025-05-21
009620,trading_halt,2025-05-21
010420,trading_halt,2025-05-21
010470,trading_halt,2025-05-21
010660,trading_halt,2025-05-21
010690,trading_halt,2025-05-21
010770,trading_halt,2025-05-21
011070,trading_halt,2025-05-21
011080,trading_halt,2025-05-21
011230,trading_halt,2025-05-21
011320,trading_halt,2025-05-21
011390,trading_halt,2025-05-21
012170,trading_halt,2025-05-21
012320,trading_halt,2025-05-21
012630,trading_halt,2025-05-21
013580,trading_halt,2025-05-21
013700,trading_halt,2025-05-21
013720,trading_halt,2025-05-21
014990,trading_halt,2025-05-21
015020,trading_halt,2025-05-21
016670,trading_halt,2025-05-21
017940,trading_halt,2025-05-21
018670,trading_halt,2025-05-21
020710,trading_halt,2025-05-21
024060,trading_halt,2025-05-21
024720,trading_halt,2025-05-21
024850,trading_halt,2025-05-21
025900,trading_halt,2025-05-21
026150,trading_halt,2025-05-21
029480,trading_halt,2025-05-21
030520,trading_halt,2025-05-21
031860,trading_halt,2025-05-21
032940,trading_halt,2025-05-21
033250,trading_halt,2025-05-21
033790,trading_halt,2025-05-21
035510,trading_halt,2025-05-21
036530,trading_halt,2025-05-21
037350,trading_halt,2025-05-21
037440,trading_halt,2025-05-21
037560,trading_halt,2025-05-21
038070,trading_halt,2025-05-21
038540,trading_halt,2025-05-21
041830,trading_halt,2025-05-21
042940,trading_halt,2025-05-21
044180,trading_halt,2025-05-21
045340,trading_halt,2025-05-21
046890,trading_halt,2025-05-21
047820,trading_halt,2025-05-21
052400,trading_halt,2025-05-21
053350,trading_halt,2025-05-21
056360,trading_halt,2025-05-21
058820,trading_halt,2025-05-21
058970,trading_halt,2025-05-21
060260,trading_halt,2025-05-21
060310,trading_halt,2025-05-21
060900,trading_halt,2025-05-21
064260,trading_halt,2025-05-21
064550,trading_halt,2025-05-21
065170,trading_halt,2025-05-21
065420,trading_halt,2025-05-21
065500,trading_halt,2025-05-21
065680,trading_halt,2025-05-21
066430,trading_halt,2025-05-21
067170,trading_halt,2025-05-21
068290,trading_halt,2025-05-21
069920,trading_halt,2025-05-21
071320,trading_halt,2025-05-21
075580,trading_halt,2025-05-21
078860,trading_halt,2025-05-21
079550,trading_halt,2025-05-21
079810,trading_halt,2025-05-21
082210,trading_halt,2025-05-21
082800,trading_halt,2025-05-21
083660,trading_halt,2025-05-21
086450,trading_halt,2025-05-21
089140,trading_halt,2025-05-21
089850,trading_halt,2025-05-21
092220,trading_halt,2025-05-21
093240,trading_halt,2025-05-21
095500,trading_halt,2025-05-21
095660,trading_halt,2025-05-21
101930,trading_halt,2025-05-21
102260,trading_halt,2025-05-21
104460,trading_halt,2025-05-21
105630,trading_halt,2025-05-21
120519,trading_halt,2025-05-21
123330,trading_halt,2025-05-21
123890,trading_halt,2025-05-21
124533,trading_halt,2025-05-21
127120,trading_halt,2025-05-21
129260,trading_halt,2025-05-21
131760,trading_halt,2025-05-21
140430,trading_halt,2025-05-21
144960,trading_halt,2025-05-21
147830,trading_halt,2025-05-21
177350,trading_halt,2025-05-21
192410,trading_halt,2025-05-21
193250,trading_halt,2025-05-21
196700,trading_halt,2025-05-21
199550,trading_halt,2025-05-21
200350,trading_halt,2025-05-21
200710,trading_halt,2025-05-21
200880,trading_halt,2025-05-21
210980,trading_halt,2025-05-21
212560,trading_halt,2025-05-21
214450,trading_halt,2025-05-21
219550,trading_halt,2025-05-21
222080,trading_halt,2025-05-21
239340,trading_halt,2025-05-21
241520,trading_halt,2025-05-21
246690,trading_halt,2025-05-21
251120,trading_halt,2025-05-21
258790,trading_halt,2025-05-21
260970,trading_halt,2025-05-21
263800,trading_halt,2025-05-21
272290,trading_halt,2025-05-21
277070,trading_halt,2025-05-21
288330,trading_halt,2025-05-21
308100,trading_halt,2025-05-21
313760,trading_halt,2025-05-21
328380,trading_halt,2025-05-21
382840,trading_halt,2025-05-21
389140,trading_halt,2025-05-21
441270,trading_halt,2025-05-21
443060,trading_halt,2025-05-21
443250,trading_halt,2025-05-21
445090,trading_halt,2025-05-21
457600,trading_halt,2025-05-21
950160,trading_halt,2025-05-21
